age,hsged,white,black,hispanic,native,asian,children,married,male,treatment,total_earn
17,0,0,1,0,0,0,0,0,1,1,0
20,1,0,0,1,0,0,0,0,1,0,1746
38,0,1,0,0,0,0,1,0,0,0,34350
19,1,1,0,0,0,0,1,1,0,1,17153
25,1,1,0,0,0,0,1,1,0,1,14038
28,1,1,0,0,0,0,0,0,0,1,19669
25,1,0,1,0,0,0,1,1,1,1,26027
20,1,1,0,0,0,0,0,0,1,1,40577
18,0,1,0,0,0,0,1,0,0,1,2099
19,1,0,0,1,0,0,0,0,1,1,9458
32,1,0,0,1,0,0,0,0,0,1,0
20,1,1,0,0,0,0,1,1,0,1,25492
21,1,0,1,0,0,0,0,0,0,0,1791
57,0,1,0,0,0,0,0,0,0,0,22088
31,1,1,0,0,0,0,1,0,0,1,7449
34,0,0,1,0,0,0,0,1,1,1,2695
18,0,0,0,1,0,0,1,1,1,1,74539
31,1,0,1,0,0,0,0,0,0,0,11549
30,1,1,0,0,0,0,0,0,1,1,17889
46,0,0,0,0,0,1,1,1,1,0,37284
39,1,1,0,0,0,0,1,0,0,1,7442
41,1,1,0,0,0,0,0,0,1,1,10263
21,0,1,0,0,0,0,0,0,1,1,24571
31,1,1,0,0,0,0,1,1,0,1,328
30,0,1,0,0,0,0,1,1,0,1,20825
35,0,0,0,1,0,0,1,1,1,0,0
27,1,1,0,0,0,0,1,0,0,0,0
20,1,0,1,0,0,0,0,0,0,1,645
49,0,1,0,0,0,0,0,0,0,0,2955
17,0,0,0,1,0,0,0,0,1,1,6303
27,0,0,0,1,0,0,0,0,1,0,11502
56,0,0,0,0,1,0,0,0,1,1,0
24,0,0,1,0,0,0,0,0,1,1,14537
22,0,1,0,0,0,0,0,0,1,1,44623
18,1,0,1,0,0,0,0,0,1,1,8061
18,1,1,0,0,0,0,0,0,0,1,9067
23,1,1,0,0,0,0,1,0,0,0,32004
29,0,0,1,0,0,0,0,0,1,1,0
18,1,1,0,0,0,0,0,0,1,1,7751
34,1,1,0,0,0,0,0,0,1,1,11662
19,0,1,0,0,0,0,0,1,1,0,14825
32,1,0,1,0,0,0,0,0,1,0,5910
48,1,1,0,0,0,0,1,1,1,1,100516
52,0,1,0,0,0,0,1,0,0,1,10790
34,0,1,0,0,0,0,1,1,1,1,49125
39,0,1,0,0,0,0,1,1,1,0,43644
22,0,1,0,0,0,0,0,0,0,1,9184
16,0,1,0,0,0,0,0,1,0,1,16148
18,0,0,1,0,0,0,0,0,1,0,2431
23,1,0,1,0,0,0,0,0,1,1,14726
45,0,0,1,0,0,0,1,0,0,1,18234
34,1,1,0,0,0,0,1,1,0,1,693
39,1,1,0,0,0,0,1,1,1,0,2760
21,1,1,0,0,0,0,1,0,0,1,216
33,1,0,1,0,0,0,0,0,0,0,13164
17,0,0,0,1,0,0,0,0,0,1,11118
36,0,1,0,0,0,0,1,1,1,0,47841
21,0,1,0,0,0,0,0,0,0,1,20046
32,0,1,0,0,0,0,1,1,0,1,2483
39,1,0,0,0,0,1,1,1,1,0,48084
21,1,1,0,0,0,0,0,0,0,1,178
17,0,0,0,1,0,0,1,0,0,1,2130
24,1,0,1,0,0,0,1,0,0,1,19366
19,1,1,0,0,0,0,1,1,1,0,19581
17,0,1,0,0,0,0,0,0,0,1,10201
42,1,1,0,0,0,0,1,1,0,1,35544
19,0,1,0,0,0,0,1,1,0,1,2512
28,1,1,0,0,0,0,1,0,0,1,8046
26,0,0,1,0,0,0,0,1,1,1,42936
59,1,0,1,0,0,0,1,1,1,0,20850
16,0,1,0,0,0,0,0,0,1,1,741
53,0,0,1,0,0,0,0,0,0,0,7926
33,0,1,0,0,0,0,1,0,0,0,2628
35,0,0,1,0,0,0,0,0,1,1,150
24,0,0,1,0,0,0,1,0,0,1,25483
26,1,0,1,0,0,0,0,1,0,1,36913
29,1,1,0,0,0,0,1,1,0,1,3366
20,1,1,0,0,0,0,1,1,0,0,18279
45,0,0,0,0,0,1,1,1,0,0,0
38,0,0,1,0,0,0,0,1,0,0,12297
39,0,0,1,0,0,0,1,1,1,1,75107
22,1,1,0,0,0,0,1,0,0,1,973
27,1,1,0,0,0,0,0,0,0,1,9720
32,0,1,0,0,0,0,1,1,0,1,26112
33,1,1,0,0,0,0,1,1,1,1,62352
20,1,1,0,0,0,0,0,0,1,0,26571
34,1,0,1,0,0,0,1,1,0,1,0
21,0,1,0,0,0,0,1,0,0,1,9222
23,0,0,0,1,0,0,1,0,0,1,18499
35,1,1,0,0,0,0,1,1,0,1,17248
44,1,0,1,0,0,0,1,0,0,0,23010
28,0,0,0,1,0,0,1,0,0,1,0
47,0,0,0,0,0,1,1,1,0,1,0
22,0,1,0,0,0,0,1,0,0,0,2474
18,0,0,1,0,0,0,0,0,0,0,1140
23,0,0,1,0,0,0,0,0,1,1,17280
33,0,1,0,0,0,0,1,0,0,1,0
30,0,1,0,0,0,0,0,0,1,1,36576
55,1,1,0,0,0,0,0,0,0,0,32437
21,1,1,0,0,0,0,0,1,0,1,41242
32,0,1,0,0,0,0,1,1,0,1,28509
44,1,1,0,0,0,0,1,0,0,1,251
22,0,0,1,0,0,0,0,0,1,1,29789
16,0,0,1,0,0,0,1,0,0,0,2319
22,0,1,0,0,0,0,1,0,1,0,2675
20,1,1,0,0,0,0,1,0,0,1,0
33,1,1,0,0,0,0,1,1,0,0,5704
26,0,0,1,0,0,0,0,0,1,1,432
21,0,1,0,0,0,0,1,0,0,1,14808
25,1,0,1,0,0,0,1,0,0,1,23955
30,1,1,0,0,0,0,0,0,1,1,37484
41,0,1,0,0,0,0,1,1,0,0,10297
29,0,1,0,0,0,0,1,0,0,0,14704
34,0,0,0,1,0,0,0,0,1,1,15756
24,0,1,0,0,0,0,0,0,1,1,26996
28,1,1,0,0,0,0,1,0,0,1,599
47,0,1,0,0,0,0,0,1,1,0,40519
18,1,0,0,1,0,0,0,0,0,1,14878
33,0,1,0,0,0,0,0,0,1,0,28070
39,0,1,0,0,0,0,1,1,1,0,0
20,0,0,1,0,0,0,0,0,0,1,10632
22,1,0,1,0,0,0,0,0,1,0,18828
17,0,0,1,0,0,0,0,0,0,1,0
32,1,1,0,0,0,0,0,0,0,0,36585
45,1,0,1,0,0,0,0,0,1,1,804
36,1,0,0,1,0,0,1,1,1,0,868
56,0,1,0,0,0,0,0,0,1,1,0
24,1,1,0,0,0,0,1,1,1,1,41588
29,1,1,0,0,0,0,1,1,0,0,27646
16,0,1,0,0,0,0,0,0,1,1,23578
19,0,1,0,0,0,0,0,0,1,1,1877
17,0,0,1,0,0,0,0,0,1,0,18665
24,0,0,1,0,0,0,1,0,0,0,4623
33,1,1,0,0,0,0,0,0,1,0,30900
22,0,1,0,0,0,0,1,1,0,1,20256
29,0,1,0,0,0,0,1,1,1,1,1014
21,1,1,0,0,0,0,0,0,1,0,27330
18,1,0,0,1,0,0,0,0,0,0,6315
24,0,1,0,0,0,0,1,1,0,1,12403
17,1,1,0,0,0,0,0,0,0,1,7353
22,1,1,0,0,0,0,0,0,1,0,20137
19,0,1,0,0,0,0,1,0,0,0,15027
27,1,1,0,0,0,0,0,0,0,0,0
21,0,0,1,0,0,0,0,0,1,0,144
32,1,0,1,0,0,0,0,0,1,0,31014
28,0,0,1,0,0,0,0,0,1,1,19890
42,1,1,0,0,0,0,1,0,0,1,840
25,1,1,0,0,0,0,1,0,0,0,1929
22,1,1,0,0,0,0,0,0,0,1,3832
31,1,1,0,0,0,0,0,0,1,0,11242
21,1,1,0,0,0,0,1,1,0,0,24162
21,1,0,0,1,0,0,1,0,0,0,0
34,0,1,0,0,0,0,1,1,0,1,1044
21,0,0,0,1,0,0,0,0,1,1,3332
24,0,0,1,0,0,0,0,0,1,1,717
37,1,0,1,0,0,0,0,0,1,1,2022
22,0,1,0,0,0,0,1,1,0,1,21483
25,0,1,0,0,0,0,1,0,1,0,24177
29,1,0,1,0,0,0,0,0,1,0,33360
26,1,1,0,0,0,0,1,1,0,1,948
25,1,1,0,0,0,0,0,1,1,0,0
20,0,1,0,0,0,0,1,1,1,1,2839
17,0,0,1,0,0,0,1,0,0,1,16711
42,1,1,0,0,0,0,1,1,0,1,19551
26,0,0,1,0,0,0,1,0,0,1,375
53,0,1,0,0,0,0,0,0,1,1,17100
38,0,1,0,0,0,0,1,0,0,1,5032
33,1,0,0,0,1,0,1,1,0,0,1311
20,0,1,0,0,0,0,1,0,0,0,14335
22,1,1,0,0,0,0,0,0,1,1,42271
18,0,0,0,1,0,0,0,0,0,1,18807
30,0,1,0,0,0,0,1,0,0,1,8376
41,0,1,0,0,0,0,1,1,1,0,318
19,1,1,0,0,0,0,0,0,0,1,13183
20,1,0,1,0,0,0,1,0,0,0,11640
19,1,0,0,1,0,0,0,0,0,1,1809
39,0,0,1,0,0,0,1,1,1,1,18038
18,1,1,0,0,0,0,0,0,0,1,29384
23,0,1,0,0,0,0,1,1,1,0,3230
25,1,1,0,0,0,0,0,0,1,1,14400
45,0,1,0,0,0,0,0,0,1,0,21303
36,0,0,1,0,0,0,1,1,1,1,29224
26,1,1,0,0,0,0,1,1,0,1,9167
26,1,1,0,0,0,0,0,0,1,0,16387
19,0,0,0,1,0,0,0,0,0,0,4104
32,1,0,1,0,0,0,1,0,0,0,10925
53,1,1,0,0,0,0,1,0,0,1,18423
33,1,1,0,0,0,0,0,0,0,0,1584
31,0,1,0,0,0,0,1,0,0,0,18956
30,0,1,0,0,0,0,1,1,0,1,10541
35,1,1,0,0,0,0,1,1,1,0,6789
28,1,1,0,0,0,0,1,1,0,1,34602
32,1,1,0,0,0,0,1,1,1,0,78788
64,1,1,0,0,0,0,0,0,0,1,2079
36,1,0,0,1,0,0,1,0,0,1,20731
26,1,0,1,0,0,0,1,0,0,1,26626
33,0,1,0,0,0,0,1,0,0,0,873
17,0,1,0,0,0,0,0,0,1,0,9036
34,0,1,0,0,0,0,1,1,0,1,18390
22,1,0,0,1,0,0,1,1,0,1,16029
22,1,1,0,0,0,0,0,0,1,0,46111
27,0,1,0,0,0,0,0,0,0,1,26385
27,0,1,0,0,0,0,0,0,0,1,31308
18,1,1,0,0,0,0,0,0,1,0,23523
23,0,0,0,1,0,0,0,0,1,1,17337
29,1,0,1,0,0,0,1,0,0,1,0
23,1,1,0,0,0,0,0,0,0,1,3411
20,0,1,0,0,0,0,0,0,0,0,45651
17,0,1,0,0,0,0,1,0,0,1,868
39,1,0,1,0,0,0,0,0,1,1,0
31,0,1,0,0,0,0,1,1,1,0,46645
37,1,1,0,0,0,0,1,1,0,0,0
24,1,0,1,0,0,0,1,1,0,1,35813
18,0,0,0,1,0,0,0,0,1,0,8783
48,1,1,0,0,0,0,1,1,1,1,3984
40,0,1,0,0,0,0,0,0,1,1,15623
56,0,0,1,0,0,0,0,0,0,1,13871
16,0,1,0,0,0,0,0,0,1,1,6167
21,1,0,1,0,0,0,0,0,0,1,17934
44,1,0,1,0,0,0,0,0,1,1,2988
27,0,0,0,1,0,0,1,0,0,1,18962
33,1,0,1,0,0,0,1,0,0,0,47410
34,0,0,1,0,0,0,0,0,1,1,6993
45,1,1,0,0,0,0,1,1,1,1,33260
16,0,0,1,0,0,0,0,0,0,0,1650
30,0,1,0,0,0,0,1,0,0,1,618
22,0,0,0,1,0,0,0,0,1,1,20591
23,0,0,0,1,0,0,0,1,1,1,12698
26,0,0,1,0,0,0,1,0,0,1,6155
23,0,1,0,0,0,0,1,0,0,1,6279
30,0,1,0,0,0,0,1,0,0,1,22725
19,0,0,1,0,0,0,0,0,0,1,1137
20,0,0,1,0,0,0,0,0,1,1,30629
19,0,1,0,0,0,0,0,1,1,1,0
51,1,1,0,0,0,0,0,0,1,1,31484
21,1,1,0,0,0,0,0,0,1,1,18217
20,1,1,0,0,0,0,1,1,1,1,20217
24,0,1,0,0,0,0,1,1,0,1,0
50,0,1,0,0,0,0,0,0,0,1,0
46,0,0,0,1,0,0,1,1,1,0,2607
32,1,1,0,0,0,0,1,1,0,1,11456
35,0,0,0,1,0,0,0,1,1,1,34020
18,0,1,0,0,0,0,0,0,0,0,0
25,0,1,0,0,0,0,1,0,0,0,34793
29,1,1,0,0,0,0,0,0,1,0,0
29,0,1,0,0,0,0,1,1,0,1,23598
30,0,1,0,0,0,0,0,1,0,0,26492
22,0,1,0,0,0,0,0,0,1,0,1947
45,0,1,0,0,0,0,0,0,1,0,59490
27,1,0,0,1,0,0,0,0,0,1,32457
40,0,0,1,0,0,0,0,0,1,1,6241
21,1,1,0,0,0,0,0,0,1,0,31641
17,0,0,1,0,0,0,0,0,1,1,31728
31,1,1,0,0,0,0,0,0,0,1,957
26,0,0,1,0,0,0,1,0,1,1,26442
37,1,0,0,1,0,0,1,0,0,1,1140
35,1,0,1,0,0,0,1,1,1,1,24313
54,1,1,0,0,0,0,0,0,1,1,1443
22,1,0,1,0,0,0,1,0,0,0,13251
31,0,1,0,0,0,0,0,0,1,1,34604
57,0,1,0,0,0,0,1,1,1,0,0
21,1,1,0,0,0,0,0,0,1,1,27526
31,1,1,0,0,0,0,1,0,0,1,0
44,0,0,0,1,0,0,1,0,0,0,18712
20,0,1,0,0,0,0,0,0,0,1,7370
31,0,1,0,0,0,0,1,0,0,1,40758
24,1,0,1,0,0,0,1,0,1,1,10215
23,0,0,0,1,0,0,1,1,0,1,24996
28,0,1,0,0,0,0,0,0,0,0,17075
23,0,1,0,0,0,0,1,1,1,0,7056
35,0,1,0,0,0,0,0,0,1,1,25206
20,0,0,1,0,0,0,0,0,0,0,25398
21,0,0,1,0,0,0,0,0,0,0,1695
34,1,0,1,0,0,0,1,1,1,0,5547
40,0,0,1,0,0,0,0,0,1,1,372
29,0,0,1,0,0,0,1,0,0,0,17154
44,1,1,0,0,0,0,0,1,0,1,14004
17,0,1,0,0,0,0,0,0,1,1,29438
25,0,1,0,0,0,0,1,0,0,0,3484
52,0,1,0,0,0,0,1,1,1,1,0
23,0,1,0,0,0,0,1,0,0,0,11349
24,1,1,0,0,0,0,0,0,1,1,22078
29,0,1,0,0,0,0,0,1,0,1,24390
29,0,1,0,0,0,0,1,1,0,0,580
46,0,0,0,1,0,0,1,0,0,1,4443
35,1,0,1,0,0,0,1,0,0,1,0
33,0,1,0,0,0,0,1,0,0,1,2315
20,0,1,0,0,0,0,1,0,0,1,0
19,1,0,1,0,0,0,0,0,1,1,24552
21,1,0,0,1,0,0,0,0,1,1,0
22,1,1,0,0,0,0,1,1,1,1,63423
18,1,0,1,0,0,0,1,0,0,1,1820
19,0,0,1,0,0,0,0,0,1,1,0
55,1,1,0,0,0,0,0,0,0,1,8022
42,0,0,0,0,0,1,1,0,0,1,30249
28,0,1,0,0,0,0,0,0,1,0,39397
18,0,1,0,0,0,0,0,0,1,1,9317
18,0,1,0,0,0,0,0,0,1,1,28288
21,0,1,0,0,0,0,1,0,0,1,31846
17,0,0,0,1,0,0,1,1,0,0,0
18,0,0,0,1,0,0,0,0,1,0,12668
21,1,1,0,0,0,0,1,0,0,1,0
24,0,1,0,0,0,0,1,0,0,0,21984
28,1,0,1,0,0,0,1,0,0,1,3609
41,1,1,0,0,0,0,1,1,1,1,23098
41,0,0,0,0,1,0,0,0,1,1,11521
41,0,1,0,0,0,0,0,0,0,0,1820
31,0,0,1,0,0,0,1,1,0,0,8265
32,0,1,0,0,0,0,1,1,0,0,55181
36,0,1,0,0,0,0,1,1,0,0,23010
24,0,1,0,0,0,0,0,1,1,1,2037
33,0,1,0,0,0,0,1,0,1,1,0
42,0,1,0,0,0,0,1,1,0,1,20067
20,1,1,0,0,0,0,0,0,1,0,27824
24,1,0,0,1,0,0,1,0,0,1,10080
41,0,1,0,0,0,0,1,1,1,1,41079
23,1,1,0,0,0,0,0,1,1,0,147
49,0,1,0,0,0,0,1,1,1,0,26526
32,1,0,1,0,0,0,0,0,0,0,7014
19,1,1,0,0,0,0,1,1,0,1,958
24,1,0,1,0,0,0,0,0,1,0,6331
29,0,1,0,0,0,0,1,1,1,1,3324
34,0,0,0,0,0,1,0,0,0,1,17743
23,0,0,1,0,0,0,0,0,0,0,2380
21,1,0,1,0,0,0,0,0,1,0,21259
16,0,1,0,0,0,0,0,0,1,1,13338
35,0,1,0,0,0,0,1,1,0,1,14745
25,1,1,0,0,0,0,0,0,0,1,2706
52,0,1,0,0,0,0,0,0,1,1,540
22,1,0,1,0,0,0,1,1,1,1,56076
17,0,0,0,1,0,0,0,0,1,1,18073
18,1,0,0,1,0,0,1,1,0,0,26493
22,1,1,0,0,0,0,0,0,0,1,21553
18,1,0,1,0,0,0,0,0,0,0,4969
18,0,0,0,1,0,0,1,0,0,0,1023
20,0,0,0,1,0,0,0,0,0,1,16671
18,1,0,1,0,0,0,0,0,0,1,11056
18,0,1,0,0,0,0,0,0,0,1,1723
24,1,0,1,0,0,0,0,0,1,0,35755
39,1,1,0,0,0,0,1,1,0,1,7958
27,0,0,1,0,0,0,1,0,1,1,42026
37,1,0,1,0,0,0,1,0,0,0,35824
32,0,0,1,0,0,0,0,0,1,1,0
49,0,0,0,0,0,1,1,1,1,1,4161
18,0,1,0,0,0,0,0,0,1,1,19632
26,1,0,1,0,0,0,1,1,1,1,2288
23,1,0,1,0,0,0,1,1,0,1,16780
23,1,0,1,0,0,0,1,0,0,0,762
31,1,1,0,0,0,0,1,0,1,1,7411
19,1,1,0,0,0,0,0,0,1,1,29423
32,1,1,0,0,0,0,1,0,0,0,800
17,0,1,0,0,0,0,0,0,0,1,5205
33,0,0,1,0,0,0,1,1,1,1,11181
21,0,0,0,1,0,0,1,0,0,0,0
42,0,1,0,0,0,0,1,1,1,1,5394
20,1,1,0,0,0,0,1,0,0,0,7964
21,1,0,0,1,0,0,1,0,0,0,0
31,1,1,0,0,0,0,0,1,1,0,34314
44,1,1,0,0,0,0,1,0,0,0,39666
45,1,1,0,0,0,0,0,0,1,1,23306
56,1,0,1,0,0,0,0,0,0,0,21422
41,0,0,0,1,0,0,1,0,0,1,6048
23,0,1,0,0,0,0,1,1,0,0,1299
26,1,0,1,0,0,0,1,1,1,1,8069
44,0,1,0,0,0,0,0,0,1,1,0
48,0,1,0,0,0,0,0,1,0,1,10845
21,0,0,1,0,0,0,0,0,1,0,5620
17,0,1,0,0,0,0,0,0,0,0,2235
33,0,0,1,0,0,0,0,0,1,0,21932
37,0,1,0,0,0,0,0,0,1,1,46
29,0,0,0,0,1,0,0,0,1,0,15167
36,1,0,1,0,0,0,1,0,0,1,6545
26,0,0,1,0,0,0,1,1,0,1,25680
29,1,1,0,0,0,0,1,1,1,1,3270
25,1,1,0,0,0,0,1,0,0,1,23896
24,0,0,0,1,0,0,1,1,0,1,5232
22,1,1,0,0,0,0,0,0,0,1,0
34,1,1,0,0,0,0,1,1,0,1,34062
30,1,0,1,0,0,0,0,0,1,0,222
19,1,0,1,0,0,0,1,0,0,1,5601
53,0,1,0,0,0,0,1,1,1,1,2324
17,0,1,0,0,0,0,0,0,0,0,5514
53,1,1,0,0,0,0,1,1,1,1,0
34,0,1,0,0,0,0,0,0,1,1,30073
21,0,0,1,0,0,0,0,0,0,1,2622
30,1,0,1,0,0,0,1,0,0,1,0
42,1,0,1,0,0,0,1,0,0,1,3799
25,1,1,0,0,0,0,1,1,1,0,9000
56,1,1,0,0,0,0,0,0,0,1,12479
41,1,0,1,0,0,0,1,0,1,0,9685
29,0,1,0,0,0,0,1,1,1,1,22698
37,0,0,1,0,0,0,0,0,1,1,51
16,0,1,0,0,0,0,0,0,1,0,3531
18,0,1,0,0,0,0,0,0,1,1,7029
35,0,0,1,0,0,0,1,1,1,1,2043
44,0,1,0,0,0,0,1,1,1,0,13545
32,1,1,0,0,0,0,1,1,1,0,54050
18,1,0,1,0,0,0,0,0,0,1,11504
29,0,0,1,0,0,0,1,0,1,1,6291
48,1,1,0,0,0,0,0,1,0,1,6639
18,0,0,0,1,0,0,0,0,1,1,3517
36,1,0,1,0,0,0,1,0,1,1,6144
23,0,1,0,0,0,0,1,1,0,1,131
34,0,1,0,0,0,0,1,1,1,1,0
35,0,1,0,0,0,0,1,1,1,1,83236
34,1,1,0,0,0,0,1,0,1,0,6423
24,1,1,0,0,0,0,1,0,0,1,15769
32,0,0,1,0,0,0,1,1,1,1,21318
49,0,1,0,0,0,0,0,0,1,0,6680
21,0,1,0,0,0,0,0,0,1,1,0
64,0,0,1,0,0,0,0,0,1,1,1029
17,0,0,1,0,0,0,0,0,1,1,142
32,1,0,1,0,0,0,0,0,0,1,20521
30,1,1,0,0,0,0,1,1,0,1,0
27,1,1,0,0,0,0,1,1,1,1,58435
20,1,0,1,0,0,0,0,0,1,1,21255
36,1,1,0,0,0,0,0,1,1,0,15713
20,0,1,0,0,0,0,1,0,1,1,56382
24,1,0,1,0,0,0,0,0,0,1,12975
17,0,0,1,0,0,0,0,0,0,0,3105
21,1,0,1,0,0,0,1,0,0,1,13287
22,1,1,0,0,0,0,0,1,1,1,53653
41,1,1,0,0,0,0,0,0,1,0,26039
18,0,1,0,0,0,0,0,0,0,1,3012
30,1,0,1,0,0,0,1,0,0,1,1816
18,0,0,1,0,0,0,1,0,0,1,12047
19,0,0,0,1,0,0,1,0,0,1,330
44,1,1,0,0,0,0,1,1,0,1,600
29,1,1,0,0,0,0,1,0,0,1,36376
26,1,1,0,0,0,0,0,0,0,1,405
38,1,0,1,0,0,0,1,0,0,1,789
19,1,0,0,1,0,0,0,0,0,1,8639
51,0,1,0,0,0,0,0,0,0,1,3942
49,1,0,1,0,0,0,1,0,0,0,32729
67,0,1,0,0,0,0,0,0,1,0,0
25,1,1,0,0,0,0,0,0,0,0,31337
18,1,0,0,1,0,0,1,0,0,0,185
36,1,1,0,0,0,0,0,0,0,0,10337
27,0,1,0,0,0,0,0,1,1,1,3941
20,1,0,0,1,0,0,0,0,1,1,9938
24,0,1,0,0,0,0,0,0,1,1,12057
27,0,1,0,0,0,0,1,1,1,1,54093
19,0,1,0,0,0,0,0,0,0,1,8747
22,1,1,0,0,0,0,0,0,1,0,28140
22,1,0,0,1,0,0,1,0,0,0,0
21,1,0,1,0,0,0,1,0,0,1,3218
19,1,1,0,0,0,0,0,0,1,1,10486
55,0,1,0,0,0,0,0,1,0,1,19456
32,0,0,1,0,0,0,1,0,0,1,22449
31,0,0,1,0,0,0,1,0,0,1,49022
47,0,1,0,0,0,0,1,0,0,1,21153
26,1,0,1,0,0,0,1,0,0,1,5232
18,1,0,1,0,0,0,0,0,1,0,0
25,0,1,0,0,0,0,1,1,0,1,59188
52,0,0,0,0,0,1,1,1,1,1,0
17,0,0,0,1,0,0,0,0,0,1,16671
25,0,0,1,0,0,0,0,0,1,0,825
20,1,1,0,0,0,0,1,1,0,0,10928
37,0,1,0,0,0,0,1,1,1,0,39171
35,1,1,0,0,0,0,1,1,0,1,9249
19,1,1,0,0,0,0,0,0,0,1,14559
40,0,1,0,0,0,0,1,1,1,0,25039
19,1,1,0,0,0,0,0,0,1,1,17865
20,1,1,0,0,0,0,0,0,1,1,18845
41,1,1,0,0,0,0,1,1,1,0,44363
27,1,0,0,1,0,0,1,0,0,1,5002
23,0,0,1,0,0,0,0,0,1,0,48099
47,0,1,0,0,0,0,0,0,0,0,38387
27,0,0,0,1,0,0,1,1,0,0,21486
48,1,1,0,0,0,0,1,1,1,1,73052
18,0,1,0,0,0,0,0,1,0,0,2247
17,0,0,0,1,0,0,0,0,1,0,22983
26,0,0,1,0,0,0,1,0,0,0,1014
16,0,0,1,0,0,0,0,0,1,1,0
35,1,1,0,0,0,0,1,0,0,1,28695
37,1,1,0,0,0,0,1,1,1,1,12175
16,0,0,1,0,0,0,0,0,1,0,711
36,1,1,0,0,0,0,0,0,1,1,44637
39,0,1,0,0,0,0,1,0,0,1,12986
47,1,0,0,0,1,0,1,1,1,0,6447
43,1,1,0,0,0,0,0,1,1,0,36942
44,1,1,0,0,0,0,1,1,0,1,10854
22,1,1,0,0,0,0,0,0,1,1,49397
28,0,1,0,0,0,0,0,0,0,1,4383
25,0,1,0,0,0,0,0,1,0,1,1368
23,0,0,0,1,0,0,0,0,1,1,5187
28,1,1,0,0,0,0,0,0,1,1,4401
19,0,1,0,0,0,0,0,0,1,1,0
31,1,1,0,0,0,0,1,1,0,1,651
39,0,1,0,0,0,0,0,0,1,1,1672
21,0,1,0,0,0,0,0,0,1,0,56556
30,0,0,1,0,0,0,1,1,1,1,30099
19,1,0,0,1,0,0,1,0,0,1,421
21,0,1,0,0,0,0,1,0,0,1,45231
17,0,1,0,0,0,0,0,0,1,1,0
17,0,0,0,1,0,0,1,0,1,1,1719
17,0,1,0,0,0,0,1,0,1,1,25548
24,1,1,0,0,0,0,1,0,0,1,12690
43,0,1,0,0,0,0,0,1,1,0,923
26,1,0,0,1,0,0,1,0,1,0,15305
31,0,1,0,0,0,0,1,0,0,0,38037
69,0,1,0,0,0,0,0,0,0,0,3601
55,1,1,0,0,0,0,0,0,0,1,24569
38,1,1,0,0,0,0,1,0,0,1,24392
41,1,1,0,0,0,0,1,1,0,1,738
52,1,1,0,0,0,0,1,0,0,1,8127
30,0,0,1,0,0,0,0,0,1,1,0
37,1,1,0,0,0,0,1,0,0,1,25890
23,0,1,0,0,0,0,0,0,1,1,45975
22,0,0,0,1,0,0,1,1,0,1,28062
25,0,0,1,0,0,0,1,0,0,1,29569
17,0,1,0,0,0,0,0,0,1,0,11175
23,1,1,0,0,0,0,1,1,0,1,7280
18,1,1,0,0,0,0,0,0,0,0,25368
24,1,1,0,0,0,0,1,1,1,1,864
45,0,1,0,0,0,0,1,1,1,0,30624
18,1,1,0,0,0,0,0,0,0,1,1317
50,0,1,0,0,0,0,1,1,1,1,31488
21,0,1,0,0,0,0,0,0,0,0,0
29,0,1,0,0,0,0,1,0,0,1,36903
59,1,1,0,0,0,0,0,1,0,1,10122
33,0,0,1,0,0,0,0,0,1,1,16713
32,1,1,0,0,0,0,1,1,1,0,35458
16,0,1,0,0,0,0,1,0,0,1,17762
31,0,1,0,0,0,0,1,1,0,1,11507
48,0,1,0,0,0,0,1,0,0,0,17585
51,0,1,0,0,0,0,0,0,0,1,32767
16,0,1,0,0,0,0,0,0,0,1,12398
36,1,1,0,0,0,0,0,0,0,0,84
24,1,1,0,0,0,0,0,0,1,1,15297
18,1,0,1,0,0,0,1,0,0,1,684
36,0,1,0,0,0,0,0,0,1,1,17876
54,0,1,0,0,0,0,0,0,0,1,5493
48,0,1,0,0,0,0,1,1,1,0,14267
27,0,1,0,0,0,0,1,1,1,1,56067
22,1,0,1,0,0,0,0,0,1,0,20007
30,0,1,0,0,0,0,1,0,0,1,19291
24,0,1,0,0,0,0,0,0,1,1,23684
35,1,1,0,0,0,0,1,1,0,0,0
28,0,1,0,0,0,0,0,0,1,0,2752
38,0,1,0,0,0,0,0,1,0,0,1190
18,0,0,0,1,0,0,0,0,1,1,2151
53,0,1,0,0,0,0,0,0,0,1,27273
38,0,0,1,0,0,0,0,0,1,1,14349
27,0,1,0,0,0,0,0,0,0,1,29907
28,1,1,0,0,0,0,1,1,0,1,0
25,0,0,0,1,0,0,1,0,0,1,28229
32,0,0,0,1,0,0,1,0,0,0,11885
28,1,1,0,0,0,0,0,0,1,1,31460
19,1,1,0,0,0,0,0,0,1,1,13328
28,1,1,0,0,0,0,1,1,1,0,27626
16,0,1,0,0,0,0,0,0,0,1,3606
26,0,1,0,0,0,0,1,1,1,1,23396
40,1,1,0,0,0,0,1,0,0,1,14790
22,0,0,1,0,0,0,0,0,1,1,2745
26,0,1,0,0,0,0,0,0,1,1,0
27,0,1,0,0,0,0,0,0,0,1,6988
30,1,1,0,0,0,0,0,0,0,1,12689
28,0,0,0,1,0,0,1,1,1,1,37967
24,1,1,0,0,0,0,1,1,0,1,0
30,0,0,1,0,0,0,0,0,0,0,6045
21,1,1,0,0,0,0,1,1,0,0,121
32,1,1,0,0,0,0,1,0,1,0,984
